City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
inhambane,55,MZ,1636931554,90,-23.865,35.3833,73.09,6.85
marawi,98,PH,1636931554,92,7.9986,124.2928,67.64,2.13
ostrovnoy,100,RU,1636931554,88,68.0531,39.5131,24.24,20.78
tazmalt,67,DZ,1636931555,86,36.3868,4.3989,55.89,2.33
hiriyur,100,IN,1636931555,93,13.9456,76.6192,69.8,4.76
san andres,91,ML,1636931338,20,13.3034,-4.8956,82.11,8.43
utrecht,61,NL,1636931547,90,52.0,5.25,49.08,5.88
ushibuka,4,JP,1636931555,61,32.1906,130.0228,61.07,6.82
gat,50,IL,1636931285,34,31.61,34.7642,69.82,11.79
flinders,8,AU,1636931556,50,-34.5833,150.8552,63.21,8.99
avera,0,US,1636931556,43,33.194,-82.5271,57.7,7.54
kiama,10,AU,1636931556,49,-34.6833,150.8667,62.38,18.86
vila,0,PT,1636931557,80,42.0304,-8.1588,45.34,5.12
pyinmana,90,MM,1636931557,95,19.7333,96.2167,70.7,2.35
coihaique,90,CL,1636931558,81,-45.5752,-72.0662,40.95,10.36
shingu,0,JP,1636931558,74,33.7333,135.9833,56.39,5.28
olga,14,RU,1636931558,68,43.7444,135.2892,35.28,7.99
nyurba,98,RU,1636931559,99,63.2842,118.3319,1.09,1.79
flin flon,91,FR,1636931559,94,48.4982,6.6557,48.27,9.35
ukiah,1,US,1636931559,47,39.1502,-123.2078,77.97,0.0
turukhansk,98,RU,1636931560,100,65.8167,87.9833,-13.79,3.18
aswan,0,EG,1636931560,45,24.0934,32.907,75.38,8.93
zabol,0,AF,1636931560,35,32.25,67.25,37.98,5.01
mmathubudukwane,24,BW,1636931476,53,-24.6,26.4333,73.83,6.4
gari,41,RU,1636931561,97,59.4307,62.3497,5.85,4.03
upington,79,ZA,1636931561,18,-28.4478,21.2561,79.9,7.09
myitkyina,25,MM,1636931562,96,25.3833,97.4,63.07,2.68
coquimbo,0,CL,1636931537,77,-29.9533,-71.3436,60.53,12.66
boshan,100,CN,1636931562,52,36.4833,117.8333,46.18,2.55
nizza monferrato,75,FR,1636931563,81,43.7,7.25,56.84,6.91
castlerea,100,IE,1636931563,94,53.7667,-8.5,51.03,9.26
sinfra,51,CI,1636931563,94,6.6167,-5.9167,73.02,3.15
kovur,72,IN,1636931564,90,14.4833,79.9833,76.77,3.51
mount gambier,57,GB,1636931564,98,53.6597,-1.8537,47.48,2.62
loubomo,80,CG,1636931564,97,-4.1997,12.6739,72.5,3.56
cayenne,0,GF,1636931565,81,4.9333,-52.3333,81.09,1.01
srednekolymsk,100,RU,1636931565,97,67.45,153.6833,5.13,5.93
borogontsy,100,RU,1636931565,100,62.6683,131.1683,-16.83,1.77
kupang,40,ID,1636931566,94,-10.1667,123.5833,81.18,1.14
hasaki,23,JP,1636931566,57,35.7333,140.8333,48.6,12.64
zhanaozen,10,KZ,1636931566,73,43.3,52.8,34.47,7.31
opuwo,98,NA,1636931567,45,-18.0607,13.84,75.81,5.08
piopio,30,NZ,1636931567,52,-38.4667,175.0167,70.95,8.72
barra do bugres,76,BR,1636931567,66,-11.0894,-43.1417,77.83,8.1
key west,38,US,1636931568,31,32.7282,-101.7996,69.73,5.97
odweyne,22,SO,1636931568,42,9.4092,45.064,66.07,2.46
takab,100,IR,1636931568,48,36.4009,47.1133,40.26,4.83
ellisras,22,ZA,1636931569,57,-23.6649,27.7443,71.42,5.26
bardiyah,23,LY,1636931569,70,31.7561,25.0865,65.26,3.02
guerrero negro,13,MX,1636931569,66,17.6667,-100.0,70.77,3.24
newport,8,GB,1636931570,92,51.5877,-2.9984,51.76,3.91
port moresby,83,CD,1636931570,66,-7.0349,29.7638,74.89,7.83
yarmouth,1,US,1636931570,70,41.7057,-70.2286,50.99,11.5
orlik,100,RU,1636931571,91,52.5178,99.825,10.81,2.04
collie,20,AU,1636931571,60,-33.3667,116.15,57.97,9.48
mount darwin,57,GB,1636931571,98,53.6597,-1.8537,47.48,2.62
gornopravdinsk,69,RU,1636931572,99,60.05,69.9,5.47,2.59
mys shmidta,91,RU,1636931572,95,62.0589,48.6201,20.61,6.44
bereda,49,ES,1636931572,97,43.2686,-7.5406,51.91,4.76
zavetnoye,100,RU,1636931573,76,47.1194,43.8903,35.44,4.59
amaraji,9,BR,1636931573,88,-8.3831,-35.4525,79.45,7.02
whitehaven,75,GB,1636931573,83,54.549,-3.5841,52.66,12.48
sitka,75,US,1636931476,75,57.0531,-135.33,39.09,4.61
vila velha,0,PT,1636931574,80,42.0304,-8.1588,45.34,5.12
yashkul,99,RU,1636931574,70,46.1711,45.3435,36.86,6.08
morro bay,49,EC,1636931574,82,-2.6332,-80.3274,80.62,14.18
zeya,9,RU,1636931575,62,53.75,127.2667,11.03,4.14
novobelokatay,53,RU,1636931575,100,55.7062,58.9549,5.22,2.33
dingle,68,PH,1636931575,92,10.9995,122.6711,77.43,6.51
okhotsk,100,RU,1636931576,96,59.3833,143.3,25.99,7.92
praia da vitoria,20,CV,1636931576,73,14.9215,-23.5087,75.74,16.11
hami,1,CN,1636931576,48,42.8,93.45,29.71,2.62
wajima,46,JP,1636931577,67,37.4,136.9,59.7,15.28
beloye,100,UA,1636931577,75,48.4952,39.0505,36.05,0.76
riyadh,31,SA,1636931577,30,24.6877,46.7219,59.14,2.59
khani,99,GE,1636931578,51,41.9563,42.9566,44.17,3.91
ternate,100,ID,1636931578,76,0.8,127.4,81.43,3.62
lasa,98,IT,1636931578,96,46.6166,10.7002,41.74,2.37
vestmannaeyjar,100,IS,1636931579,67,63.4427,-20.2734,41.23,37.54
ust-tsilma,53,RU,1636931579,87,65.441,52.1498,17.04,6.76
vryburg,54,ZA,1636931579,15,-26.9566,24.7284,72.79,7.76
sabang,98,ID,1636931580,76,5.8933,95.3214,81.3,17.72
portland,90,US,1636931209,80,45.5234,-122.6762,66.42,3.0
ribas do rio pardo,1,PT,1636931580,53,41.4547,-8.0175,52.9,4.88
blagnac,75,FR,1636931580,92,43.6328,1.394,50.58,9.22
kilindoni,81,TZ,1636931581,71,-7.9139,39.6668,79.86,13.02
dhar,28,IN,1636931581,37,22.6,75.3,62.29,7.61
romanovka,100,RU,1636931581,96,51.7443,42.7527,34.21,9.98
nizhniy kuranakh,100,RU,1636931582,75,45.3926,39.2364,36.99,7.27
khovu-aksy,100,RU,1636931582,81,51.1333,93.6,20.37,4.9
lithgow,5,AU,1636931582,55,-33.4833,150.15,54.66,17.2
meulaboh,92,ID,1636931582,88,4.1363,96.1285,76.05,3.33
vardo,87,NO,1636931583,73,70.3705,31.1107,23.2,17.58
alanya,100,TR,1636931583,33,36.5438,31.9998,57.33,3.67
bintulu,100,MY,1636931583,91,3.1667,113.0333,76.17,4.16
valle hermoso,81,NO,1636931584,95,59.2126,7.5356,33.28,2.39
raudeberg,100,NO,1636931584,78,61.9875,5.1352,47.98,11.01
zhangye,0,CN,1636931584,30,38.9342,100.4517,32.85,7.4
kambam,98,ID,1636931585,85,5.2505,96.8629,78.24,7.02
manono,100,CD,1636931585,85,-7.3,27.4167,69.87,2.06
san jose,91,ML,1636931338,20,13.3034,-4.8956,82.11,8.43
radcliff,1,US,1636931586,67,37.8404,-85.9491,42.39,5.01
molina,0,CL,1636931586,40,-35.1167,-71.2833,70.38,10.36
kuvshinovo,49,RU,1636931586,84,57.0295,34.1725,28.99,8.63
numan,86,NG,1636931587,27,9.4667,12.0333,80.42,3.58
san rafael,91,ML,1636931338,20,13.3034,-4.8956,82.11,8.43
waipawa,0,NZ,1636931587,54,-41.4122,175.5153,63.23,23.64
salta,100,AR,1636931588,65,-24.7859,-65.4117,66.58,1.99
kachug,100,RU,1636931588,99,53.9606,105.8817,19.42,1.86
coahuayana,10,MX,1636931588,56,18.7333,-103.6833,92.68,4.74
shenjiamen,51,CN,1636931589,55,29.9576,122.298,58.44,2.06
grants pass,1,US,1636931589,16,35.1473,-107.8514,62.83,11.5
kenitra,20,MA,1636931589,83,34.261,-6.5802,57.96,3.36
petrozavodsk,99,RU,1636931590,86,61.7849,34.3469,29.26,9.69
malatya,0,TR,1636931590,74,38.5,38.0,28.45,4.61
culaman,100,PH,1636931590,74,5.9603,125.6586,81.63,3.51
ban tak,83,LA,1636931591,99,20.0173,104.6053,60.19,0.69
nsanje,79,MW,1636931591,89,-16.92,35.262,74.57,2.46
pevek,100,RU,1636931591,91,69.7008,170.3133,16.02,3.06
tura,1,IN,1636931592,85,25.5198,90.2201,59.31,3.15
nakskov,98,DK,1636931592,78,54.8373,11.1284,49.1,14.45
hofn,28,IS,1636931592,77,64.2539,-15.2082,41.43,33.11
anadyr,90,RU,1636931593,92,64.75,177.4833,30.7,15.01
taywarah,0,AF,1636931593,60,33.35,64.4167,28.06,6.85
jega,100,NG,1636931593,19,12.2175,4.3792,81.09,3.78
oranjemund,11,NA,1636931594,83,-28.55,16.4333,62.01,10.49
tezu,9,IN,1636931594,50,27.9167,96.1667,60.96,3.6
juli,85,PE,1636931594,57,-16.2167,-69.45,52.45,5.35
russell,1,US,1636931595,72,32.3502,-85.1999,55.0,0.0
